"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "secondaryIdentifier" "primaryIdentifier" "class"
"YPL069C" "MATCH" "1" "BTS1" "S. cerevisiae" "Bet Two Suppressor" "1008" "YPL069C" "S000005990" "ORF"
"YLL015W" "MATCH" "1" "BPT1" "S. cerevisiae" "Bile Pigment Transporter" "4680" "YLL015W" "S000003938" "ORF"
"YKL188C" "MATCH" "1" "PXA2" "S. cerevisiae" "PeroXisomal ABC-transporter" "2562" "YKL188C" "S000001671" "ORF"
"YGR260W" "MATCH" "1" "TNA1" "S. cerevisiae" "Transporter of Nicotinic Acid" "1605" "YGR260W" "S000003492" "ORF"
"YLR155C" "MATCH" "1" "ASP3-1" "S. cerevisiae" "ASParaginase" "1089" "YLR155C" "S000004145" "ORF"
"YKL055C" "MATCH" "1" "OAR1" "S. cerevisiae" "3-Oxoacyl-[Acyl-carrier-protein] Reductase" "837" "YKL055C" "S000001538" "ORF"
"YER023W" "MATCH" "1" "PRO3" "S. cerevisiae" "PROline requiring" "861" "YER023W" "S000000825" "ORF"
"YBR293W" "MATCH" "1" "VBA2" "S. cerevisiae" "Vacuolar Basic Amino acid transporter" "1425" "YBR293W" "S000000497" "ORF"
"YOR332W" "MATCH" "1" "VMA4" "S. cerevisiae" "Vacuolar Membrane Atpase" "702" "YOR332W" "S000005859" "ORF"
"YLR372W" "MATCH" "1" "ELO3" "S. cerevisiae" "fatty acid ELOngation" "1038" "YLR372W" "S000004364" "ORF"
"YMR008C" "MATCH" "1" "PLB1" "S. cerevisiae" "PhosphoLipase B" "1995" "YMR008C" "S000004610" "ORF"
"YMR226C" "MATCH" "1" "" "S. cerevisiae" "" "804" "YMR226C" "S000004839" "ORF"
"YDR503C" "MATCH" "1" "LPP1" "S. cerevisiae" "Lipid Phosphate Phosphatase" "825" "YDR503C" "S000002911" "ORF"
"YLR043C" "MATCH" "1" "TRX1" "S. cerevisiae" "ThioRedoXin" "312" "YLR043C" "S000004033" "ORF"
"YHR137W" "MATCH" "1" "ARO9" "S. cerevisiae" "AROmatic amino acid requiring" "1542" "YHR137W" "S000001179" "ORF"
"YKL184W" "MATCH" "1" "SPE1" "S. cerevisiae" "SPErmidine auxotroph" "1401" "YKL184W" "S000001667" "ORF"
"YAL060W" "MATCH" "1" "BDH1" "S. cerevisiae" "Butanediol DeHydrogenase" "1149" "YAL060W" "S000000056" "ORF"
"YDL055C" "MATCH" "1" "PSA1" "S. cerevisiae" "" "1086" "YDL055C" "S000002213" "ORF"
"YJR013W" "MATCH" "1" "GPI14" "S. cerevisiae" "GlycosylPhosphatidylInositol anchor biosynthesis" "1212" "YJR013W" "S000003774" "ORF"
"YNL256W" "MATCH" "1" "FOL1" "S. cerevisiae" "FOLic acid synthesis" "2475" "YNL256W" "S000005200" "ORF"
"YOR222W" "MATCH" "1" "ODC2" "S. cerevisiae" "OxoDicarboxylate Carrier" "924" "YOR222W" "S000005748" "ORF"
"YGR282C" "MATCH" "1" "BGL2" "S. cerevisiae" "Beta-GLucanase" "942" "YGR282C" "S000003514" "ORF"
"YGL125W" "MATCH" "1" "MET13" "S. cerevisiae" "METhionine requiring" "1803" "YGL125W" "S000003093" "ORF"
"YGL234W" "MATCH" "1" "ADE5,7" "S. cerevisiae" "ADEnine requiring" "2409" "YGL234W" "S000003203" "ORF"
"YLR260W" "MATCH" "1" "LCB5" "S. cerevisiae" "Long-Chain Base" "2064" "YLR260W" "S000004250" "ORF"
"YLR020C" "MATCH" "1" "YEH2" "S. cerevisiae" "Yeast steryl Ester Hydrolase" "1617" "YLR020C" "S000004010" "ORF"
"YDR502C" "MATCH" "1" "SAM2" "S. cerevisiae" "S-AdenosylMethionine requiring" "1155" "YDR502C" "S000002910" "ORF"
"YJR121W" "MATCH" "1" "ATP2" "S. cerevisiae" "ATP synthase" "1536" "YJR121W" "S000003882" "ORF"
"YLR395C" "MATCH" "1" "COX8" "S. cerevisiae" "Cytochrome c OXidase" "237" "YLR395C" "S000004387" "ORF"
"YLL018C" "MATCH" "1" "DPS1" "S. cerevisiae" "" "1674" "YLL018C" "S000003941" "ORF"
"YLR153C" "MATCH" "1" "ACS2" "S. cerevisiae" "Acetyl CoA Synthetase" "2052" "YLR153C" "S000004143" "ORF"
"YBR291C" "MATCH" "1" "CTP1" "S. cerevisiae" "Citrate Transport Protein" "900" "YBR291C" "S000000495" "ORF"
"YGR088W" "MATCH" "1" "CTT1" "S. cerevisiae" "CaTalase T" "1689" "YGR088W" "S000003320" "ORF"
"YLR044C" "MATCH" "1" "PDC1" "S. cerevisiae" "Pyruvate DeCarboxylase" "1692" "YLR044C" "S000004034" "ORF"
"YER178W" "MATCH" "1" "PDA1" "S. cerevisiae" "Pyruvate Dehydrogenase Alpha" "1263" "YER178W" "S000000980" "ORF"
"YER069W" "MATCH" "1" "ARG5,6" "S. cerevisiae" "ARGinine requiring" "2592" "YER069W" "S000000871" "ORF"
"YPL262W" "MATCH" "1" "FUM1" "S. cerevisiae" "FUMarase" "1467" "YPL262W" "S000006183" "ORF"
"YMR202W" "MATCH" "1" "ERG2" "S. cerevisiae" "ERGosterol biosynthesis" "669" "YMR202W" "S000004815" "ORF"
"YIL155C" "MATCH" "1" "GUT2" "S. cerevisiae" "Glycerol UTilization" "1950" "YIL155C" "S000001417" "ORF"
"YNL037C" "MATCH" "1" "IDH1" "S. cerevisiae" "Isocitrate DeHydrogenase" "1083" "YNL037C" "S000004982" "ORF"
"YLR285W" "MATCH" "1" "NNT1" "S. cerevisiae" "Nicotinamide N-methylTransferase" "786" "YLR285W" "S000004275" "ORF"
"YGR065C" "MATCH" "1" "VHT1" "S. cerevisiae" "Vitamin H Transporter" "1782" "YGR065C" "S000003297" "ORF"
"YMR009W" "MATCH" "1" "ADI1" "S. cerevisiae" "Acireductone DIoxygenase" "540" "YMR009W" "S000004611" "ORF"
"YBR097W" "MATCH" "1" "VPS15" "S. cerevisiae" "Vacuolar Protein Sorting" "4365" "YBR097W" "S000000301" "ORF"
"YGL148W" "MATCH" "1" "ARO2" "S. cerevisiae" "AROmatic amino acid requiring" "1131" "YGL148W" "S000003116" "ORF"
"YHL016C" "MATCH" "1" "DUR3" "S. cerevisiae" "Degradation of URea" "2208" "YHL016C" "S000001008" "ORF"
"YLR231C" "MATCH" "1" "BNA5" "S. cerevisiae" "Biosynthesis of Nicotinic Acid" "1362" "YLR231C" "S000004221" "ORF"
"YMR313C" "MATCH" "1" "TGL3" "S. cerevisiae" "TriacylGlycerol Lipase" "1929" "YMR313C" "S000004930" "ORF"
"YCL040W" "MATCH" "1" "GLK1" "S. cerevisiae" "GLucoKinase" "1503" "YCL040W" "S000000545" "ORF"
"YKR089C" "MATCH" "1" "TGL4" "S. cerevisiae" "TriacylGlycerol Lipase" "2733" "YKR089C" "S000001797" "ORF"
"YGR183C" "MATCH" "1" "QCR9" "S. cerevisiae" "ubiQuinol-cytochrome C oxidoReductase" "414" "YGR183C" "S000003415" "ORF"
"YLR146C" "MATCH" "1" "SPE4" "S. cerevisiae" "SPErmidine auxotroph" "903" "YLR146C" "S000004136" "ORF"
"YJL060W" "MATCH" "1" "BNA3" "S. cerevisiae" "Biosynthesis of Nicotinic Acid" "1335" "YJL060W" "S000003596" "ORF"
"YMR205C" "MATCH" "1" "PFK2" "S. cerevisiae" "PhosphoFructoKinase" "2880" "YMR205C" "S000004818" "ORF"
"YOR175C" "MATCH" "1" "ALE1" "S. cerevisiae" "Acyltransferase for Lyso-phosphatidylEthanolamine" "1860" "YOR175C" "S000005701" "ORF"
"YER015W" "MATCH" "1" "FAA2" "S. cerevisiae" "Fatty Acid Activation" "2235" "YER015W" "S000000817" "ORF"
"YDR261C" "MATCH" "1" "EXG2" "S. cerevisiae" "EXo-1,3-beta-Glucanase" "1689" "YDR261C" "S000002669" "ORF"
"YCL064C" "MATCH" "1" "CHA1" "S. cerevisiae" "Catabolism of Hydroxy Amino acids" "1083" "YCL064C" "S000000569" "ORF"
"YKL035W" "MATCH" "1" "UGP1" "S. cerevisiae" "UDP-glucose pyrophosphorylase" "1500" "YKL035W" "S000001518" "ORF"
"YBR218C" "MATCH" "1" "PYC2" "S. cerevisiae" "PYruvate Carboxylase" "3543" "YBR218C" "S000000422" "ORF"
"YOR065W" "MATCH" "1" "CYT1" "S. cerevisiae" "CYTochrome c1" "930" "YOR065W" "S000005591" "ORF"
"YLR038C" "MATCH" "1" "COX12" "S. cerevisiae" "Cytochrome c OXidase" "252" "YLR038C" "S000004028" "ORF"
"YGR292W" "MATCH" "1" "MAL12" "S. cerevisiae" "MALtose fermentation" "1755" "YGR292W" "S000003524" "ORF"
"YKL165C" "MATCH" "1" "MCD4" "S. cerevisiae" "Morphogenesis Checkpoint Dependent" "2760" "YKL165C" "S000001648" "ORF"
"YDR178W" "MATCH" "1" "SDH4" "S. cerevisiae" "Succinate DeHydrogenase" "546" "YDR178W" "S000002585" "ORF"
"YDR287W" "MATCH" "1" "INM2" "S. cerevisiae" "INositol Monophosphatase" "879" "YDR287W" "S000002695" "ORF"
"YJL196C" "MATCH" "1" "ELO1" "S. cerevisiae" "ELOngation defective" "933" "YJL196C" "S000003732" "ORF"
"YKL140W" "MATCH" "1" "TGL1" "S. cerevisiae" "TriGlyceride Lipase" "1647" "YKL140W" "S000001623" "ORF"
"YER014W" "MATCH" "1" "HEM14" "S. cerevisiae" "HEMe biosynthesis" "1620" "YER014W" "S000000816" "ORF"
"YOR040W" "MATCH" "1" "GLO4" "S. cerevisiae" "GLyOxalase" "858" "YOR040W" "S000005566" "ORF"
"YKR043C" "MATCH" "1" "SHB17" "S. cerevisiae" "SedoHeptulose 1,7-Bisphosphatase" "816" "YKR043C" "S000001751" "ORF"
"YDR046C" "MATCH" "1" "BAP3" "S. cerevisiae" "Branched-chain Amino acid Permease" "1815" "YDR046C" "S000002453" "ORF"
"YNL280C" "MATCH" "1" "ERG24" "S. cerevisiae" "ERGosterol biosynthesis" "1317" "YNL280C" "S000005224" "ORF"
"YDR044W" "MATCH" "1" "HEM13" "S. cerevisiae" "HEMe biosynthesis" "987" "YDR044W" "S000002451" "ORF"
"YGR096W" "MATCH" "1" "TPC1" "S. cerevisiae" "Thiamine Pyrophosphate Carrier" "945" "YGR096W" "S000003328" "ORF"
"YMR207C" "MATCH" "1" "HFA1" "S. cerevisiae" "" "6372" "YMR207C" "S000004820" "ORF"
"YHR025W" "MATCH" "1" "THR1" "S. cerevisiae" "THReonine requiring" "1074" "YHR025W" "S000001067" "ORF"
"YER037W" "MATCH" "1" "PHM8" "S. cerevisiae" "PHosphate Metabolism" "966" "YER037W" "S000000839" "ORF"
"YDR481C" "MATCH" "1" "PHO8" "S. cerevisiae" "PHOsphate metabolism" "1701" "YDR481C" "S000002889" "ORF"
"YGL040C" "MATCH" "1" "HEM2" "S. cerevisiae" "HEMe biosynthesis" "1029" "YGL040C" "S000003008" "ORF"
"YKL141W" "MATCH" "1" "SDH3" "S. cerevisiae" "Succinate DeHydrogenase" "597" "YKL141W" "S000001624" "ORF"
"YGL063W" "MATCH" "1" "PUS2" "S. cerevisiae" "PseudoUridine Synthase" "1113" "YGL063W" "S000003031" "ORF"
"YKR066C" "MATCH" "1" "CCP1" "S. cerevisiae" "Cytochrome c Peroxidase" "1086" "YKR066C" "S000001774" "ORF"
"YLR011W" "MATCH" "1" "LOT6" "S. cerevisiae" "LOw Temperature-responsive" "576" "YLR011W" "S000004001" "ORF"
"YLR386W" "MATCH" "1" "VAC14" "S. cerevisiae" "VACuole morphology and inheritance mutant" "2643" "YLR386W" "S000004378" "ORF"
"YPL117C" "MATCH" "1" "IDI1" "S. cerevisiae" "Isopentenyl Diphosphate Isomerase" "867" "YPL117C" "S000006038" "ORF"
"YDL168W" "MATCH" "1" "SFA1" "S. cerevisiae" "Sensitive to FormAldehyde" "1161" "YDL168W" "S000002327" "ORF"
"YHR042W" "MATCH" "1" "NCP1" "S. cerevisiae" "NADP-Cytochrome P450 reductase" "2076" "YHR042W" "S000001084" "ORF"
"YMR208W" "MATCH" "1" "ERG12" "S. cerevisiae" "ERGosterol biosynthesis" "1332" "YMR208W" "S000004821" "ORF"
"YDR173C" "MATCH" "1" "ARG82" "S. cerevisiae" "ARGinine requiring" "1068" "YDR173C" "S000002580" "ORF"
"YLR258W" "MATCH" "1" "GSY2" "S. cerevisiae" "Glycogen SYnthase" "2118" "YLR258W" "S000004248" "ORF"
"YIL009W" "MATCH" "1" "FAA3" "S. cerevisiae" "Fatty Acid Activation" "2085" "YIL009W" "S000001271" "ORF"
"YDL210W" "MATCH" "1" "UGA4" "S. cerevisiae" "Utilization of GAba" "1716" "YDL210W" "S000002369" "ORF"
"YKL148C" "MATCH" "1" "SDH1" "S. cerevisiae" "Succinate DeHydrogenase" "1923" "YKL148C" "S000001631" "ORF"
"YER019W" "MATCH" "1" "ISC1" "S. cerevisiae" "Inositol phosphoSphingolipid phospholipase C" "1434" "YER019W" "S000000821" "ORF"
"YHR067W" "MATCH" "1" "HTD2" "S. cerevisiae" "Hydroxyacyl-Thioester Dehydratase" "843" "YHR067W" "S000001109" "ORF"
"YDL103C" "MATCH" "1" "QRI1" "S. cerevisiae" "" "1434" "YDL103C" "S000002261" "ORF"
"YMR318C" "MATCH" "1" "ADH6" "S. cerevisiae" "Alcohol DeHydrogenase" "1083" "YMR318C" "S000004937" "ORF"
"YPR128C" "MATCH" "1" "ANT1" "S. cerevisiae" "Adenine Nucleotide Transporter" "987" "YPR128C" "S000006332" "ORF"
"YDR196C" "MATCH" "1" "CAB5" "S. cerevisiae" "" "726" "YDR196C" "S000002604" "ORF"
"YGR180C" "MATCH" "1" "RNR4" "S. cerevisiae" "RiboNucleotide Reductase" "1038" "YGR180C" "S000003412" "ORF"
"YLR017W" "MATCH" "1" "MEU1" "S. cerevisiae" "Multicopy Enhancer of UAS2" "1014" "YLR017W" "S000004007" "ORF"
"YOR155C" "MATCH" "1" "ISN1" "S. cerevisiae" "IMP-Specific 5'-Nucleotidase" "1353" "YOR155C" "S000005681" "ORF"
"YOL126C" "MATCH" "1" "MDH2" "S. cerevisiae" "Malate DeHydrogenase" "1134" "YOL126C" "S000005486" "ORF"
"YGR094W" "MATCH" "1" "VAS1" "S. cerevisiae" "VAlyl-tRNA Synthetase" "3315" "YGR094W" "S000003326" "ORF"
"YDR062W" "MATCH" "1" "LCB2" "S. cerevisiae" "Long-Chain Base" "1686" "YDR062W" "S000002469" "ORF"
"YDR508C" "MATCH" "1" "GNP1" "S. cerevisiae" "GlutamiNe Permease" "1992" "YDR508C" "S000002916" "ORF"
"YOR130C" "MATCH" "1" "ORT1" "S. cerevisiae" "ORnithine Transporter" "879" "YOR130C" "S000005656" "ORF"
"YOL103W" "MATCH" "1" "ITR2" "S. cerevisiae" "myo-Inositol TRansporter" "1830" "YOL103W" "S000005463" "ORF"
"YDL015C" "MATCH" "1" "TSC13" "S. cerevisiae" "Temperature-sensitive Suppressors of Csg2 mutants" "933" "YDL015C" "S000002173" "ORF"
"YHR068W" "MATCH" "1" "DYS1" "S. cerevisiae" "DeoxyhYpusine Synthase" "1164" "YHR068W" "S000001110" "ORF"
"YGL154C" "MATCH" "1" "LYS5" "S. cerevisiae" "LYSine requiring" "819" "YGL154C" "S000003122" "ORF"
"YDL100C" "MATCH" "1" "GET3" "S. cerevisiae" "Guided Entry of Tail-anchored proteins" "1065" "YDL100C" "S000002258" "ORF"
"YHR020W" "MATCH" "1" "" "S. cerevisiae" "" "2067" "YHR020W" "S000001062" "ORF"
"YMR319C" "MATCH" "1" "FET4" "S. cerevisiae" "FErrous Transport" "1659" "YMR319C" "S000004938" "ORF"
"YKL120W" "MATCH" "1" "OAC1" "S. cerevisiae" "OxaloAcetate Carrier" "975" "YKL120W" "S000001603" "ORF"
"YLR450W" "MATCH" "1" "HMG2" "S. cerevisiae" "3-Hydroxy-3-MethylGlutaryl-coenzyme a reductase" "3138" "YLR450W" "S000004442" "ORF"
"YDR284C" "MATCH" "1" "DPP1" "S. cerevisiae" "Diacylglycerol Pyrophosphate Phosphatase" "870" "YDR284C" "S000002692" "ORF"
"YIL116W" "MATCH" "1" "HIS5" "S. cerevisiae" "HIStidine requiring" "1158" "YIL116W" "S000001378" "ORF"
"YJR009C" "MATCH" "1" "TDH2" "S. cerevisiae" "Triose-phosphate DeHydrogenase" "999" "YJR009C" "S000003769" "ORF"
"YPL028W" "MATCH" "1" "ERG10" "S. cerevisiae" "ERGosterol biosynthesis" "1197" "YPL028W" "S000005949" "ORF"
"YKR061W" "MATCH" "1" "KTR2" "S. cerevisiae" "Kre Two Related" "1278" "YKR061W" "S000001769" "ORF"
"YLR100W" "MATCH" "1" "ERG27" "S. cerevisiae" "ERGosterol biosynthesis" "1044" "YLR100W" "S000004090" "ORF"
"YKL146W" "MATCH" "1" "AVT3" "S. cerevisiae" "Amino acid Vacuolar Transport" "2079" "YKL146W" "S000001629" "ORF"
"YLR342W" "MATCH" "1" "FKS1" "S. cerevisiae" "FK506 Sensitivity" "5631" "YLR342W" "S000004334" "ORF"
"YHR046C" "MATCH" "1" "INM1" "S. cerevisiae" "INositol Monophosphatase" "888" "YHR046C" "S000001088" "ORF"
"YOR176W" "MATCH" "1" "HEM15" "S. cerevisiae" "HEMe biosynthesis" "1182" "YOR176W" "S000005702" "ORF"
"YGL067W" "MATCH" "1" "NPY1" "S. cerevisiae" "NADH PYrophosphatase" "1155" "YGL067W" "S000003035" "ORF"
"YIL006W" "MATCH" "1" "YIA6" "S. cerevisiae" "" "1122" "YIL006W" "S000001268" "ORF"
"YOR192C" "MATCH" "1" "THI72" "S. cerevisiae" "THI7 homolog 2" "1800" "YOR192C" "S000005718" "ORF"
"YDR354W" "MATCH" "1" "TRP4" "S. cerevisiae" "TRyPtophan" "1143" "YDR354W" "S000002762" "ORF"
"YBL076C" "MATCH" "1" "ILS1" "S. cerevisiae" "IsoLeucine-tRNA Synthetase" "3219" "YBL076C" "S000000172" "ORF"
"YJL130C" "MATCH" "1" "URA2" "S. cerevisiae" "URAcil requiring" "6645" "YJL130C" "S000003666" "ORF"
"YPR140W" "MATCH" "1" "TAZ1" "S. cerevisiae" "TAfaZzin" "1146" "YPR140W" "S000006344" "ORF"
"YBR038W" "MATCH" "1" "CHS2" "S. cerevisiae" "CHitin Synthase" "2892" "YBR038W" "S000000242" "ORF"
"YPL092W" "MATCH" "1" "SSU1" "S. cerevisiae" "Sensitive to SUlfite" "1377" "YPL092W" "S000006013" "ORF"
"YKL212W" "MATCH" "1" "SAC1" "S. cerevisiae" "Suppressor of ACtin" "1872" "YKL212W" "S000001695" "ORF"
"YOL052C" "MATCH" "1" "SPE2" "S. cerevisiae" "SPErmidine auxotroph" "1191" "YOL052C" "S000005412" "ORF"
"YDL215C" "MATCH" "1" "GDH2" "S. cerevisiae" "Glutamate DeHydrogenase" "3279" "YDL215C" "S000002374" "ORF"
"YGL191W" "MATCH" "1" "COX13" "S. cerevisiae" "Cytochrome c OXidase" "390" "YGL191W" "S000003159" "ORF"
"YLR432W" "MATCH" "1" "IMD3" "S. cerevisiae" "IMP Dehydrogenase" "1572" "YLR432W" "S000004424" "ORF"
"YCL025C" "MATCH" "1" "AGP1" "S. cerevisiae" "high-Affinity Glutamine Permease" "1902" "YCL025C" "S000000530" "ORF"
"YKL127W" "MATCH" "1" "PGM1" "S. cerevisiae" "PhosphoGlucoMutase" "1713" "YKL127W" "S000001610" "ORF"
"YHR063C" "MATCH" "1" "PAN5" "S. cerevisiae" "PANtothenate biosynthesis" "1140" "YHR063C" "S000001105" "ORF"
"YBL099W" "MATCH" "1" "ATP1" "S. cerevisiae" "ATP synthase" "1638" "YBL099W" "S000000195" "ORF"
"YHL032C" "MATCH" "1" "GUT1" "S. cerevisiae" "Glycerol UTilization" "2130" "YHL032C" "S000001024" "ORF"
"Q0105" "MATCH" "1" "COB" "S. cerevisiae" "CytochrOme B" "7108" "Q0105" "S000007270" "ORF"
"YLR348C" "MATCH" "1" "DIC1" "S. cerevisiae" "DIcarboxylate Carrier" "897" "YLR348C" "S000004340" "ORF"
"YGR209C" "MATCH" "1" "TRX2" "S. cerevisiae" "ThioRedoXin" "315" "YGR209C" "S000003441" "ORF"
"YIR034C" "MATCH" "1" "LYS1" "S. cerevisiae" "LYSine requiring" "1122" "YIR034C" "S000001473" "ORF"
"YDR353W" "MATCH" "1" "TRR1" "S. cerevisiae" "ThioRedoxin Reductase" "960" "YDR353W" "S000002761" "ORF"
"YDR377W" "MATCH" "1" "ATP17" "S. cerevisiae" "ATP synthase" "306" "YDR377W" "S000002785" "ORF"
"YKL104C" "MATCH" "1" "GFA1" "S. cerevisiae" "Glutamine:Fructose-6-phosphate Amidotransferase" "2154" "YKL104C" "S000001587" "ORF"
"YDR268W" "MATCH" "1" "MSW1" "S. cerevisiae" "Mitochondrial aminoacyl-tRNA Synthetase, tryptophan (W)" "1140" "YDR268W" "S000002676" "ORF"
"YDR487C" "MATCH" "1" "RIB3" "S. cerevisiae" "RIBoflavin biosynthesis" "627" "YDR487C" "S000002895" "ORF"
"YCR053W" "MATCH" "1" "THR4" "S. cerevisiae" "THReonine requiring" "1545" "YCR053W" "S000000649" "ORF"
"YGR208W" "MATCH" "1" "SER2" "S. cerevisiae" "SERine requiring" "930" "YGR208W" "S000003440" "ORF"
"YBR039W" "MATCH" "1" "ATP3" "S. cerevisiae" "ATP synthase" "936" "YBR039W" "S000000243" "ORF"
"YKL019W" "MATCH" "1" "RAM2" "S. cerevisiae" "RAS protein and A-factor Maturation" "951" "YKL019W" "S000001502" "ORF"
"YJR160C" "MATCH" "1" "MPH3" "S. cerevisiae" "Maltose Permease Homolog" "1809" "YJR160C" "S000003921" "ORF"
"YLR300W" "MATCH" "1" "EXG1" "S. cerevisiae" "EXo-1,3-beta-Glucanase" "1347" "YLR300W" "S000004291" "ORF"
"YJL045W" "MATCH" "1" "" "S. cerevisiae" "" "1905" "YJL045W" "S000003581" "ORF"
"YJL155C" "MATCH" "1" "FBP26" "S. cerevisiae" "Fructose BisPhosphatase" "1359" "YJL155C" "S000003691" "ORF"
"YBL098W" "MATCH" "1" "BNA4" "S. cerevisiae" "Biosynthesis of Nicotinic Acid" "1383" "YBL098W" "S000000194" "ORF"
"YOR190W" "MATCH" "1" "SPR1" "S. cerevisiae" "SPorulation Regulated" "1338" "YOR190W" "S000005716" "ORF"
"YEL071W" "MATCH" "1" "DLD3" "S. cerevisiae" "D-Lactate Dehydrogenase" "1491" "YEL071W" "S000000797" "ORF"
"YKL016C" "MATCH" "1" "ATP7" "S. cerevisiae" "ATP synthase" "525" "YKL016C" "S000001499" "ORF"
"YPR167C" "MATCH" "1" "MET16" "S. cerevisiae" "METhionine requiring" "786" "YPR167C" "S000006371" "ORF"
"YOR081C" "MATCH" "1" "TGL5" "S. cerevisiae" "TriacylGlycerol Lipase" "2250" "YOR081C" "S000005607" "ORF"
"YBR145W" "MATCH" "1" "ADH5" "S. cerevisiae" "Alcohol DeHydrogenase" "1056" "YBR145W" "S000000349" "ORF"
"YAL012W" "MATCH" "1" "CYS3" "S. cerevisiae" "CYStathionine gamma-lyase" "1185" "YAL012W" "S000000010" "ORF"
"YGL080W" "MATCH" "1" "MPC1" "S. cerevisiae" "Mitochondrial Pyruvate Carrier" "393" "YGL080W" "S000003048" "ORF"
"Q0130" "MATCH" "1" "OLI1" "S. cerevisiae" "OLIgomycin resistance" "231" "Q0130" "S000007274" "ORF"
"YPR033C" "MATCH" "1" "HTS1" "S. cerevisiae" "Histidine-Trna Synthetase" "1641" "YPR033C" "S000006237" "ORF"
"YKL211C" "MATCH" "1" "TRP3" "S. cerevisiae" "TRyPtophan" "1455" "YKL211C" "S000001694" "ORF"
"YHR174W" "MATCH" "1" "ENO2" "S. cerevisiae" "ENOlase" "1314" "YHR174W" "S000001217" "ORF"
"YJR073C" "MATCH" "1" "OPI3" "S. cerevisiae" "OverProducer of Inositol" "621" "YJR073C" "S000003834" "ORF"
"YLR237W" "MATCH" "1" "THI7" "S. cerevisiae" "THIamine metabolism" "1797" "YLR237W" "S000004227" "ORF"
"YIL094C" "MATCH" "1" "LYS12" "S. cerevisiae" "LYSine requiring" "1116" "YIL094C" "S000001356" "ORF"
"YML008C" "MATCH" "1" "ERG6" "S. cerevisiae" "ERGosterol biosynthesis" "1152" "YML008C" "S000004467" "ORF"
"YOL055C" "MATCH" "1" "THI20" "S. cerevisiae" "THIamine metabolism" "1656" "YOL055C" "S000005416" "ORF"
"YDL238C" "MATCH" "1" "GUD1" "S. cerevisiae" "GUanine Deaminase" "1470" "YDL238C" "S000002397" "ORF"
"YPL091W" "MATCH" "1" "GLR1" "S. cerevisiae" "GLutathione Reductase" "1452" "YPL091W" "S000006012" "ORF"
"YBR256C" "MATCH" "1" "RIB5" "S. cerevisiae" "RIBoflavin biosynthesis" "717" "YBR256C" "S000000460" "ORF"
"YDR023W" "MATCH" "1" "SES1" "S. cerevisiae" "SEryl-tRNA Synthetase" "1389" "YDR023W" "S000002430" "ORF"
"YCR075C" "MATCH" "1" "ERS1" "S. cerevisiae" "ERd Suppressor" "783" "YCR075C" "S000000671" "ORF"
"YDR047W" "MATCH" "1" "HEM12" "S. cerevisiae" "HEMe biosynthesis" "1089" "YDR047W" "S000002454" "ORF"
"YJR095W" "MATCH" "1" "SFC1" "S. cerevisiae" "Succinate-Fumarate Carrier" "969" "YJR095W" "S000003856" "ORF"
"YPR035W" "MATCH" "1" "GLN1" "S. cerevisiae" "GLutamiNe metabolism" "1113" "YPR035W" "S000006239" "ORF"
"YLR328W" "MATCH" "1" "NMA1" "S. cerevisiae" "Nicotinamide Mononucleotide Adenylyltransferase" "1206" "YLR328W" "S000004320" "ORF"
"YFR053C" "MATCH" "1" "HXK1" "S. cerevisiae" "HeXoKinase" "1458" "YFR053C" "S000001949" "ORF"
"YNL192W" "MATCH" "1" "CHS1" "S. cerevisiae" "CHitin Synthase" "3396" "YNL192W" "S000005136" "ORF"
"YBR019C" "MATCH" "1" "GAL10" "S. cerevisiae" "GALactose metabolism" "2100" "YBR019C" "S000000223" "ORF"
"YGL062W" "MATCH" "1" "PYC1" "S. cerevisiae" "PYruvate Carboxylase" "3537" "YGL062W" "S000003030" "ORF"
"YJL088W" "MATCH" "1" "ARG3" "S. cerevisiae" "ARGinine requiring" "1017" "YJL088W" "S000003624" "ORF"
"YKL216W" "MATCH" "1" "URA1" "S. cerevisiae" "URAcil requiring" "945" "YKL216W" "S000001699" "ORF"
"YLR303W" "MATCH" "1" "MET17" "S. cerevisiae" "METhionine requiring" "1335" "YLR303W" "S000004294" "ORF"
"YPR036W" "MATCH" "1" "VMA13" "S. cerevisiae" "Vacuolar Membrane Atpase" "1437" "YPR036W" "S000006240" "ORF"
"YAL038W" "MATCH" "1" "CDC19" "S. cerevisiae" "Cell Division Cycle" "1503" "YAL038W" "S000000036" "ORF"
"YLR304C" "MATCH" "1" "ACO1" "S. cerevisiae" "ACOnitase" "2337" "YLR304C" "S000004295" "ORF"
"YDR483W" "MATCH" "1" "KRE2" "S. cerevisiae" "Killer toxin REsistant" "1329" "YDR483W" "S000002891" "ORF"
"YOL140W" "MATCH" "1" "ARG8" "S. cerevisiae" "ARGinine requiring" "1272" "YOL140W" "S000005500" "ORF"
"YDR373W" "MATCH" "1" "FRQ1" "S. cerevisiae" "FReQuenin homolog" "573" "YDR373W" "S000002781" "ORF"
"YOR171C" "MATCH" "1" "LCB4" "S. cerevisiae" "Long-Chain Base" "1875" "YOR171C" "S000005697" "ORF"
"YOL033W" "MATCH" "1" "MSE1" "S. cerevisiae" "Mitochondrial aminoacyl-tRNA Synthetase, Glutamate (E)" "1611" "YOL033W" "S000005393" "ORF"
