Gene [Systematic Name];Gene [Standard Name];ORF Qualifier;Gene Description;Mutant Type;Phenotypes > Observable;Qualifier;Strain Background;Chemical;Drain Info;Carbon source;Medium;Special Condition (remove_genes);Special Condition (remove_metab);Special Condition (add_metab);Condition;Details;PubMed ID;Culture type;PATHWAY;PATHWAY [subclass]
YCR036W;RBK1;Verified;RiBoKinase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Pentose phosphate pathway;Carbohydrate metabolism
YCR037C;PHO87;Verified;PHOsphate metabolism;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Transport;Transport
YCR048W;ARE1;Verified;Acyl-coenzyme A: cholesterol acyl transferase-Related Enzyme;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Sterol metabolism;Lipid metabolism
YCR053W;THR4;Verified;THReonine requiring;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycine, serine and threonine metabolism;Amino acid metabolism
YCR073W-A;SOL2;Verified;Suppressor Of Los1-1;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Pentose phosphate pathway;Carbohydrate metabolism
YCR075C;ERS1;Verified;ERd Suppressor;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Transport;Transport
YCR083W;TRX3;Verified;ThioRedoXin;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Purine metabolism;Nucleotide metabolism
YCR098C;GIT1;Verified;GlycerophosphoInosiTol;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Transport;Transport
YCR105W;ADH7;Verified;Alcohol DeHydrogenase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Alcohol metabolism;Carbohydrate metabolism
YDL004W;ATP16;Verified;ATP synthase;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Oxidative phosphorylation;Energy metabolism
YDL015C;TSC13;Verified;Temperature-sensitive Suppressors of Csg2 mutants;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549+10487930;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Fatty acid metabolism;Lipid metabolism
YDL019C;OSH2;Verified;OxySterol binding protein Homolog;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Sterol metabolism;Lipid metabolism
YDL021W;GPM2;Verified;Glycerate PhosphoMutase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycolysis / Gluconeogenesis;Carbohydrate metabolism
YDL022W;GPD1;Verified;Glycerol-3-Phosphate Dehydrogenase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycerophospholipid metabolism;Lipid metabolism
YDL040C;NAT1;Verified;N-terminal AcetylTransferase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Other;Other
YDL042C;SIR2;Verified;Silent Information Regulator;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Nicotinate and nicotinamide metabolism;Metabolism of cofactors and vitamins
YDL045C;FAD1;Verified;FAD synthetase;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549+7799934;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Riboflavin, FMN and FAD metabolism;Metabolism of cofactors and vitamins
YDL052C;SLC1;Verified;SphingoLipid Compensation;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycerophospholipid metabolism;Lipid metabolism
YDL055C;PSA1;Verified;Undefined;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Fructose and mannose metabolism;Carbohydrate metabolism
YDL066W;IDP1;Verified;Isocitrate Dehydrogenase, NADP-specific;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;TCA cycle;Carbohydrate metabolism
YDL067C;COX9;Verified;Cytochrome c OXidase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Oxidative phosphorylation;Energy metabolism
YDL078C;MDH3;Verified;Malate DeHydrogenase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;TCA cycle;Carbohydrate metabolism
YDL080C;THI3;Verified;THIamine metabolism;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Thiamine metabolism;Metabolism of cofactors and vitamins
YDL085W;NDE2;Verified;NADH Dehydrogenase, External;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Transport;Transport
YDL090C;RAM1;Verified;RAS protein and A-factor Maturation;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Terpenoid backbone biosynthesis;Metabolism of terpenoids and polyketides
YDL093W;PMT5;Verified;Protein O-MannosylTransferase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycan biosynthesis;Glycan biosynthesis and metabolism
YDL095W;PMT1;Verified;Protein O-MannosylTransferase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycan biosynthesis;Glycan biosynthesis and metabolism
YDL100C;GET3;Verified;Guided Entry of Tail-anchored proteins;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Folate metabolism;Metabolism of cofactors and vitamins
YDL103C;QRI1;Verified;Undefined;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycan biosynthesis;Amino acid metabolism
YDL131W;LYS21;Verified;LYSine;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Lysine biosynthesis;Amino acid metabolism
YDL141W;BPL1;Verified;Biotin:apoProtein Ligase;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549+9688262;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Pantothenate and CoA biosynthesis;Metabolism of cofactors and vitamins
YDL142C;CRD1;Verified;CaRDiolipin synthase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycerophospholipid metabolism;Lipid metabolism
YDL168W;SFA1;Verified;Sensitive to FormAldehyde;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycolysis / Gluconeogenesis;Carbohydrate metabolism
YDL171C;GLT1;Verified;GLuTamate synthase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glutamate metabolism;Amino acid metabolism
YDL174C;DLD1;Verified;D-Lactate Dehydrogenase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Pyruvate metabolism;Carbohydrate metabolism
YDL178W;DLD2;Verified;D-Lactate Dehydrogenase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Pyruvate metabolism;Carbohydrate metabolism
YDL181W;INH1;Verified;INHibitor (of F1F0-ATPase);null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Oxidative phosphorylation;Energy metabolism
YDL182W;LYS20;Verified;LYSine requiring;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Lysine biosynthesis;Amino acid metabolism
YDL185W;VMA1;Verified;Vacuolar Membrane Atpase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Oxidative phosphorylation;Energy metabolism
YDL198C;GGC1;Verified;GDP/GTP Carrier;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Transport;Transport
YDL205C;HEM3;Verified;HEMe biosynthesis;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins
YDL210W;UGA4;Verified;Utilization of GAba;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Transport;Transport
YDL215C;GDH2;Verified;Glutamate DeHydrogenase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glutamate metabolism;Amino acid metabolism
YDL238C;GUD1;Verified;GUanine Deaminase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Nucleotide salvage metabolism;Nucleotide metabolism
YDR001C;NTH1;Verified;Neutral TreHalase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Other sugars metabolism;Carbohydrate metabolism
YDR007W;TRP1;Verified;TRyPtophan;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Phenylalanine, tyrosine and tryptophan biosynthesis;Amino acid metabolism
YDR017C;KCS1;Verified;pKC1 Suppressor;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Inositol phosphate metabolism;Carbohydrate metabolism
YDR019C;GCV1;Verified;GlyCine cleaVage;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Folate metabolism;Metabolism of cofactors and vitamins
YDR023W;SES1;Verified;SEryl-tRNA Synthetase;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Aminoacyl-tRNA biosynthesis;Translation
YDR035W;ARO3;Verified;AROmatic amino acid requiring;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Phenylalanine, tyrosine and tryptophan biosynthesis;Amino acid metabolism
YDR036C;EHD3;Verified;Undefined;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Beta-alanine metabolism;Metabolism of other amino acids
YDR037W;KRS1;Verified;Lysyl (K) tRNA Synthetase;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Aminoacyl-tRNA biosynthesis;Translation
YDR044W;HEM13;Verified;HEMe biosynthesis;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins
YDR046C;BAP3;Verified;Branched-chain Amino acid Permease;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Transport;Transport
YDR047W;HEM12;Verified;HEMe biosynthesis;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins
YDR050C;TPI1;Verified;Triose-Phosphate Isomerase;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycolysis / Gluconeogenesis;Carbohydrate metabolism
YDR058C;TGL2;Verified;TriacylGlycerol Lipase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycerophospholipid metabolism;Lipid metabolism
YDR062W;LCB2;Verified;Long-Chain Base;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549+8058731;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Sphingolipid metabolism;Lipid metabolism
YDR072C;IPT1;Verified;InositolPhosphoTransferase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Sphingolipid metabolism;Lipid metabolism
YDR074W;TPS2;Verified;Trehalose-6-Phosphate Synthase/phosphatase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Other sugars metabolism;Carbohydrate metabolism
YDR093W;DNF2;Verified;Drs2 Neo1 Family;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Transport;Transport
YDR098C;GRX3;Verified;GlutaRedoXin;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glutathione metabolism;Metabolism of other amino acids
YDR111C;ALT2;Uncharacterized;ALanine Transaminase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Alanine, aspartate and asparagine metabolism;Amino acid metabolism
YDR126W;SWF1;Verified;Spore Wall Formation;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Other;Other
YDR127W;ARO1;Verified;AROmatic amino acid requiring;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Phenylalanine, tyrosine and tryptophan biosynthesis;Amino acid metabolism
YDR135C;YCF1;Verified;Yeast Cadmium Factor;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Transport;Transport
YDR147W;EKI1;Verified;Ethanolamine KInase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycerophospholipid metabolism;Lipid metabolism
YDR148C;KGD2;Verified;alpha-KetoGlutarate Dehydrogenase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;TCA cycle;Carbohydrate metabolism
YDR158W;HOM2;Verified;HOMoserine requiring;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycine, serine and threonine metabolism;Amino acid metabolism
YDR173C;ARG82;Verified;ARGinine requiring;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Inositol phosphate metabolism;Carbohydrate metabolism
YDR178W;SDH4;Verified;Succinate DeHydrogenase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;TCA cycle;Carbohydrate metabolism
YDR191W;HST4;Verified;Homolog of SIR Two (SIR2);null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Nicotinate and nicotinamide metabolism;Metabolism of cofactors and vitamins
YDR196C;CAB5;Verified;Undefined;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549+19266201;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Pantothenate and CoA biosynthesis;Metabolism of cofactors and vitamins
YDR204W;COQ4;Verified;COenzyme Q;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Ubiquinone metabolism;Metabolism of cofactors and vitamins
YDR208W;MSS4;Verified;Multicopy Suppressor of Stt4 mutation;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549+8152413;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycerophospholipid metabolism;Lipid metabolism
YDR226W;ADK1;Verified;ADenylate Kinase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Purine metabolism;Nucleotide metabolism
YDR232W;HEM1;Verified;HEMe biosynthesis;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Porphyrin and chlorophyll metabolism;Metabolism of cofactors and vitamins
YDR234W;LYS4;Verified;LYSine requiring;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Lysine biosynthesis;Amino acid metabolism
YDR236C;FMN1;Verified;FMN biosynthesis;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Riboflavin, FMN and FAD metabolism;Metabolism of cofactors and vitamins
YDR242W;AMD2;Verified;AMiDase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Arginine and proline metabolism;Amino acid metabolism
YDR256C;CTA1;Verified;CaTalase A;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Phenylalanine, tyrosine and tryptophan biosynthesis;Amino acid metabolism
YDR261C;EXG2;Verified;EXo-1,3-beta-Glucanase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Other sugars metabolism;Carbohydrate metabolism
YDR264C;AKR1;Verified;AnKyrin Repeat containing;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Other;Other
YDR268W;MSW1;Verified;Mitochondrial aminoacyl-tRNA Synthetase, tryptophan (W);null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Aminoacyl-tRNA biosynthesis;Translation
YDR272W;GLO2;Verified;GLyOxalase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Methylglyoxal metabolism;Carbohydrate metabolism
YDR284C;DPP1;Verified;Diacylglycerol Pyrophosphate Phosphatase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Glycerophospholipid metabolism;Lipid metabolism
YDR287W;INM2;Verified;INositol Monophosphatase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Inositol phosphate metabolism;Carbohydrate metabolism
YDR294C;DPL1;Verified;Dihydrosphingosine Phosphate Lyase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Sphingolipid metabolism;Lipid metabolism
YDR297W;SUR2;Verified;SUppressor of Rvs161 and rvs167 mutations;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Sphingolipid metabolism;Lipid metabolism
YDR298C;ATP5;Verified;ATP synthase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Oxidative phosphorylation;Energy metabolism
YDR300C;PRO1;Verified;PROline requiring;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Arginine and proline metabolism;Amino acid metabolism
YDR302W;GPI11;Verified;GlycosylPhosphatidylInositol anchor biosynthesis;null;Inviable;none;S288C;;;glucose;YPD;;;;;;12140549+10793139;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;GPI-anchor biosynthesis;Glycan biosynthesis and metabolism
YDR305C;HNT2;Verified;Histidine triad NucleoTide-binding;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Purine metabolism;Nucleotide metabolism
YDR313C;PIB1;Verified;PhosphatidylInositol(3)-phosphate Binding;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Other;Other
YDR315C;IPK1;Verified;Inositol Polyphosphate Kinase;null;Viable;none;S288C;;;glucose;YPD;;;;;;12140549;grown at 30ºC with shaking at ,250–300 r.p.m. in 250-ml flasks.;Inositol phosphate metabolism;Carbohydrate metabolism
